h08
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table with row headers in column A and column headers in rows 8 through 9 and 63 through 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8. Median Household Income by State: 1984 to 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar21.pdf>.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes are available at <www.census.gov/topics/income-poverty/income/guidance/cps-historic-footnotes.html>.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, Current Population Survey, 1985 to 2021 Annual Social and Economic Supplements (CPS ASEC).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year. Income in current and 2020 CPI-U-RS adjusted dollars (28). Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2020,,2019,,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004 (revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
Oklahoma,"52,341","1,785","59,397","2,357","54,434","2,774","51,882","3,109","55,006","3,102","50,943","1,652","47,077","1,937","47,199","2,775","46,162","3,442","43,777","4,085","48,407","2,821","48,455","2,395","43,103","2,073","45,878","1,139","46,111",931,"43,216","1,453","38,838","1,597","37,645","1,449","39,614","1,122","35,902",781,"36,458",613,"35,609",690,"32,432",709,"32,683","1,491","33,727","1,232","31,351","1,025","27,437","1,089","26,311",880,"26,991","1,213","26,260","1,492","25,284","1,075","25,462","1,079","24,384","1,044","23,667","1,236","23,667",756,"21,691",884,"20,948",871,"21,205",764,"21,148",718
Oregon,"76,554","3,465","74,413","5,675","69,165","3,655","62,498","2,542","64,610","2,856","59,135","2,622","60,834","2,374","58,875","2,998","48,999","2,887","56,307","2,022","51,775","2,330","51,526","1,607","50,602","1,505","49,098","1,644","51,727","1,374","50,236","1,357","47,091","1,396","44,159","1,391","40,994","1,051","41,638",965,"41,802",855,"41,273",752,"42,499",936,"40,619","1,252","39,067","1,927","37,247","1,788","35,492","1,274","36,374",970,"31,456","1,128","33,138","1,160","31,927","2,039","30,190","1,087","29,281",966,"28,529","1,435","27,748","1,150","25,038","1,092","24,773","1,002","21,894","1,042","21,399",745
Pennsylvania,"70,117","3,524","70,582","3,226","64,524","1,635","61,285","1,846","63,173","2,753","60,979","2,036","60,389","2,227","55,173","2,266","55,156","2,936","53,952","1,606","51,904","1,405","49,910","1,694","48,314","1,508","48,172",937,"51,402",589,"48,437",932,"48,477",869,"46,300",745,"44,106","1,039","42,933",778,"42,498",795,"43,499",723,"42,176",704,"37,758","1,141","39,015","1,080","37,517",964,"34,899",974,"34,524",683,"32,066",654,"30,995",694,"29,882",667,"30,367",614,"29,005",688,"28,690",684,"26,742",497,"25,424",541,"23,807",495,"22,877",538,"20,346",499
Rhode Island,"80,012","3,430","70,151","4,980","62,266","3,348","65,401","4,044","66,390","4,209","61,528","2,828","55,701","3,247","58,633","4,001","56,323","3,852","57,812","2,135","56,065","2,561","49,033","2,283","51,623","1,730","51,634","1,446","53,241","2,399","54,210","1,849","53,736","1,823","49,484","1,456","47,935","1,972","44,711","1,249","42,417",875,"45,723","1,147","42,197","1,018","42,719","1,980","40,686","2,657","34,797","2,235","36,986","1,036","35,359","1,373","31,928","1,321","33,509","1,547","30,432","1,433","30,836","1,091","31,968","1,175","30,124","1,354","29,842","1,584","28,292","1,440","26,540","1,060","24,625",900,"21,612",848
South Carolina,"60,097","2,037","62,028","1,783","57,444","2,082","54,537","2,133","54,971","2,078","54,336","3,153","46,360","2,266","44,929","2,244","43,563","2,388","43,749","2,970","44,401","2,157","40,084","1,702","41,698","1,460","41,101","1,113","42,155","1,121","44,213","1,553","39,617","1,347","40,230","1,204","38,691","1,021","38,479","1,121","37,812","1,224","37,736","1,023","37,570",937,"36,462","1,728","33,267","1,310","34,262","1,609","34,665","1,405","29,071","1,400","29,846","1,139","26,053",960,"27,578","1,434","27,463","1,137","28,735","1,383","23,798","1,059","25,533","1,150","25,049","1,136","21,968",864,"20,036",862,"20,309",934
South Dakota,"69,787","4,317","64,255","3,776","59,463","2,642","56,914","3,986","56,894","3,633","57,450","3,075","55,065","2,604","53,053","3,542","53,413","2,917","54,453","3,030","49,415","1,705","47,223","2,147","45,352","2,045","45,826","1,289","51,600",995,"46,418",900,"45,427","1,641","43,151","1,369","41,107",995,"39,522","1,004","37,873",953,"39,671",856,"36,475",687,"35,828",944,"32,786","1,013","29,694","1,145","29,526","1,003","29,578","1,610","29,733","1,185","27,737","1,040","26,259",669,"24,639",780,"24,571",858,"24,108",999,"22,294",703,"21,151",597,"19,898",664,"18,142",702,"19,409",928
Tennessee,"54,665","1,803","56,627","2,766","56,060","1,442","55,306","2,131","55,240","2,162","51,344","1,387","47,330","1,708","43,716","2,326","43,361","3,435","42,499","2,934","42,995","2,407","42,279","2,556","38,591","1,257","40,517",988,"39,702","1,211","41,195","1,116","40,693",755,"39,406","1,191","38,072","1,057","37,523","1,181","37,030","1,111","35,783",791,"34,096",930,"36,522","1,310","34,091","1,307","30,636","1,358","30,790","1,087","29,015","1,268","28,639","1,028","25,102",831,"24,318",913,"24,453",915,"22,592",869,"22,611","1,305","20,856","1,017","21,179",795,"18,256",884,"17,778",557,"16,782",576
Texas,"68,093","1,914","67,444","1,769","59,785","1,372","60,092","1,326","59,295","1,702","58,146","1,407","56,473","1,289","53,875","1,344","51,406","1,360","53,027","1,613","51,926",950,"49,047","1,153","47,266","1,159","47,475",743,"46,490",674,"46,053",700,"43,307",828,"41,422",420,"41,397",549,"39,271",762,"40,149",563,"40,860",512,"38,609",785,"38,688","1,020","35,783",662,"35,075",880,"33,072",763,"32,039",634,"30,755",655,"28,727",613,"27,953",634,"27,733",626,"28,228",716,"25,886",559,"24,963",582,"24,721",637,"24,162",514,"23,743",546,"23,024",533
Utah,"83,670","2,981","84,523","3,494","77,067","2,327","69,789","2,164","71,319","2,250","67,481","2,237","66,258","2,462","63,383","3,231","61,047","1,553","62,967","4,137","58,341","2,944","55,493","1,659","56,701","1,962","58,491","1,588","62,537","1,526","53,529","1,218","54,628","1,671","54,813","1,303","50,871",927,"49,275",902,"47,861","1,146","47,342","1,601","47,550","1,041","46,050","1,615","44,299","1,375","42,775","1,785","37,038","1,330","36,480",919,"35,716","1,041","35,786","1,242","34,251","1,145","28,016","1,359","30,142","1,018","30,717","1,014","26,313",909,"26,529","1,194","26,281",810,"25,238",702,"23,057",735
Vermont,"66,902","4,046","74,305","3,084","70,066","2,350","63,682","3,308","63,805","3,133","60,837","1,364","59,494","2,622","60,708","3,098","65,513","4,013","54,842","2,981","55,582","3,030","51,862","2,007","55,928","2,247","52,318","1,438","50,706",982,"47,390","1,398","51,981","1,266","50,704","1,309","47,329","1,270","43,261",977,"42,999",830,"40,794",944,"39,594",921,"41,584","1,407","39,372","1,591","35,053","1,727","32,358","1,250","33,824","1,242","35,802","1,906","31,065",956,"32,755","1,333","29,155","1,222","31,098","1,331","31,295","1,136","28,988","1,077","25,415","1,374","24,599","1,003","26,000",942,"22,578",983
Virginia,"81,947","3,172","81,313","3,056","77,151","3,086","70,811","3,805","71,293","3,276","66,451","2,436","61,486","2,439","66,155","2,946","65,907","2,740","67,620","2,542","64,632","2,166","62,616","1,773","60,367","1,965","60,501","1,193","61,985","1,447","59,161","1,365","57,119","1,592","51,914","1,185","51,141","1,116","54,783","1,563","49,631","1,290","50,241","1,148","47,163","1,065","45,693","1,770","43,354","2,195","42,957","1,897","39,211","1,459","36,222","1,391","37,647","1,531","36,433","1,387","38,198","1,359","36,137","1,336","35,073","1,048","34,118","1,205","32,648","1,319","29,996","1,013","29,715","1,074","28,429","1,324","26,525",874
Washington,"81,083","3,095","82,454","2,920","79,726","3,025","71,540","2,124","75,418","3,307","70,310","2,092","67,243","3,253","59,068","2,195","63,922","3,386","60,106","2,198","62,187","2,249","56,850","1,983","56,163","2,060","60,392","1,199","56,631","2,021","58,080","1,736","54,723","1,244","50,646","1,045","49,922","1,068","47,508","1,395","45,183",964,"42,490","1,264","42,525","1,211","45,473","2,080","47,421","1,379","44,562","1,715","36,676","1,608","35,568","1,252","33,533","1,190","35,655","1,111","33,900","1,247","33,970","1,185","32,112","1,239","31,961","1,472","32,327","1,030","27,319","1,108","26,881",950,"24,000",756,"25,017",823
West Virginia,"51,615","2,177","53,706","2,995","50,573","1,337","46,957","1,277","45,392","1,485","44,354","1,994","42,824","3,132","39,552","2,195","43,069","3,454","40,241","2,690","43,553","2,774","41,821","1,766","42,777","2,518","40,490",913,"37,994","1,404","42,091",989,"38,419","1,214","36,445","1,076","33,373","1,173","32,763",993,"29,359",699,"29,673",674,"29,411",645,"29,297","1,149","26,704",780,"27,488","1,315","25,247","1,301","24,880",870,"23,564","1,217","22,421",981,"20,271",892,"23,147",918,"22,137","1,142","21,677",843,"19,353",930,"17,207",778,"16,464",905,"15,983",828,"16,843",608
Wisconsin,"67,094","4,690","67,355","2,323","62,629","2,039","63,482","2,908","63,451","3,673","59,817","1,845","55,425","1,487","58,080","2,154","51,726","2,629","55,258","2,338","53,079","1,709","52,058","2,067","50,351","1,435","51,237",806,"51,200",852,"51,277","1,040","51,692","1,146","44,650","1,178","45,732","1,337","46,269",978,"45,903",946,"45,346","1,123","45,088",952,"45,667","1,878","41,327","1,271","39,595","1,150","40,001","1,780","40,955","1,318","35,388","1,272","31,766","1,340","33,308","1,097","31,133","1,018","30,711",897,"29,123","1,240","29,575",978,"26,369","1,410","26,430",803,"23,246","1,161","20,743",821
Wyoming,"65,108","2,152","65,134","3,773","62,539","3,892","59,536","3,184","57,837","3,134","57,829","3,122","60,925","2,024","55,690","2,019","67,441","3,988","55,700","3,168","57,512","2,820","54,509","2,277","52,201","2,181","52,470","2,131","53,337","1,577","48,744","1,363","47,041","1,503","44,718","1,508","45,397","1,146","42,555","1,000","39,763",976,"39,719","1,166","39,629","1,056","37,248","1,285","35,250","1,316","33,423","1,441","30,953",858,"31,529","1,136","33,140","1,848","29,442","1,167","30,209","1,420","29,050","1,382","29,460",991,"29,521","1,289","26,419","1,095","27,590","1,458","23,559",863,"22,081","1,049","23,816",731
2020 Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2020,,2019,,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004 (revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error,Median income,Standard error
United States,"67,521",475,"69,560",557,"65,127",433,"64,557",340,"64,806",354,"63,683",470,"61,748",351,"58,725",429,"59,640",728,"57,808",307,"57,623",236,"57,732",290,"58,627",387,"60,200",258,"60,624",165,"62,865",175,"62,033",266,"61,553",206,"60,901",269,"61,113",265,"61,190",201,"61,889",189,"63,292",199,"63,423",296,"61,891",366,"59,697",276,"58,494",295,"57,655",333,"55,905",255,"55,263",258,"55,559",263,"55,992",268,"57,677",295,"58,425",321,"57,433",293,"56,964",278,"56,291",292,"54,334",294,"53,337",243
Alabama,"54,393","2,587","56,901","2,544","51,475","2,498","53,711","1,155","53,973",892,"50,936","2,482","48,629","3,736","46,272","1,673","52,667","6,134","46,057","2,577","49,092","2,856","49,123","2,331","48,701","2,851","48,351","1,093","53,602","1,999","52,827","1,777","48,843","1,305","49,361","1,614","50,317","1,790","52,560","2,229","54,255","1,532","51,530","1,474","53,395","1,616","56,496","1,853","57,723","2,080","51,524","2,592","49,940","2,073","43,976","2,142","47,123","2,701","44,368","1,925","46,803","1,919","45,250","1,985","44,991","1,997","43,019","2,163","42,082","1,924","43,134","2,507","43,257","2,001","42,176","1,748","41,190","1,440"
Alaska,"74,476","3,570","79,373","6,769","70,853","3,495","82,351","3,926","76,273","2,871","81,680","4,407","82,066","3,808","74,017","3,451","80,661","6,061","68,045","3,674","71,889","3,207","66,241","4,279","68,825","2,844","74,503","2,118","77,119","2,774","78,834","1,981","72,608","1,924","74,262","1,768","75,640","2,845","73,132","1,384","76,145","1,548","84,071","2,949","79,657","1,747","80,099","3,469","80,684","3,381","77,424","2,029","86,984","3,143","81,137","3,397","78,609","2,589","75,941","2,906","75,808","2,096","75,482","3,386","75,697","3,134","72,776","2,785","69,833","2,496","72,640","3,272","70,895","2,299","80,017","2,505","76,992","3,505"
Arizona,"66,628","3,534","71,556","3,433","64,203","2,362","63,041","2,839","64,545","2,790","61,592","2,126","57,085","2,194","53,906","2,522","58,556","4,858","56,320","5,377","53,135","3,300","56,080","2,796","55,795","2,650","55,316","1,501","56,540","1,356","59,089","1,946","60,046","1,604","60,116","1,689","60,231","1,570","58,077","2,006","57,330","1,447","62,587","2,112","59,966","1,824","57,655","1,766","59,034","1,998","52,816","2,092","52,140","2,100","52,219","2,301","54,222","1,339","53,969","1,981","53,241","1,973","57,128","1,667","56,292","2,198","57,710","2,446","55,767","1,778","58,467","1,950","57,655","1,623","54,930","1,712","50,981","1,449"
Arkansas,"50,540","1,992","55,220","2,414","51,316","2,173","52,535","2,630","51,561","2,790","49,518","2,335","46,760","1,718","49,165","2,786","43,825","2,673","44,430","2,659","44,070","3,176","47,638","2,133","45,909","2,932","44,189","1,099","47,708","1,439","51,054","1,687","47,691",987,"48,707","1,739","48,057","1,365","45,149","1,095","46,729","1,123","48,861","1,677","44,763","1,164","46,258","1,599","44,033","1,846","42,205","1,862","44,701","1,612","43,676","1,690","44,297","1,636","40,754","1,498","43,310","2,535","43,556","1,455","43,891","1,890","43,321","1,849","42,554","1,489","41,152","2,203","42,348","1,730","40,147","1,758","37,297","1,780"
California,"77,358","1,351","79,080","1,873","72,662","1,271","73,957","1,664","73,662","1,533","71,879","1,160","69,527","1,869","66,201",978,"67,663","2,016","64,028","1,361","64,403","1,398","61,554","1,589","64,584","1,406","67,888",749,"68,712",999,"69,750",773,"71,194",894,"68,766",611,"67,616",907,"69,553","1,155","68,444","1,105","69,267","1,065","70,566","1,034","67,994","1,096","65,153",918,"64,035","1,394","63,965","1,348","62,618","1,223","61,219","1,073","60,272","1,152","63,297","1,141","62,568","1,273","64,124","1,088","66,718","1,249","63,893","1,337","65,893","1,176","65,591","1,289","62,071",805,"60,171",866
Colorado,"82,611","6,144","73,404","5,286","75,285","3,672","79,180","2,810","78,322","3,149","76,117","4,449","72,761","4,023","66,696","2,642","75,586","4,596","70,531","3,116","64,668","3,059","67,623","2,945","71,663","2,952","67,641","1,929","73,448","2,287","76,517","1,269","71,680","1,961","67,031","1,710","69,902","2,184","70,456","1,634","69,681","2,112","72,396","1,744","72,713","1,865","75,082","2,311","74,169","1,729","69,744","3,136","67,489","2,190","68,873","2,626","65,554","2,506","61,006","2,775","58,910","2,668","58,544","2,314","59,199","1,745","54,181","2,826","55,300","2,711","57,871","2,350","61,480","2,094","64,834","1,955","61,394","1,916"
Connecticut,"79,043","3,601","88,380","4,688","75,057","5,277","78,462","3,646","76,852","3,705","81,895","3,672","79,637","4,861","76,788","2,917","77,120","3,604","75,440","2,835","72,566","3,222","75,450","3,476","78,522","2,493","78,430","2,791","77,954","3,255","80,271","2,564","80,312","2,782","75,516","2,170","75,691","2,264","77,545","2,202","77,029","1,977","78,185","1,817","75,625","2,045","78,847","3,578","74,024","4,342","70,957","3,209","69,415","5,088","68,090","3,839","71,210","2,764","69,900","2,936","74,066","3,576","78,348","3,613","74,872","4,039","85,540","3,218","76,394","2,728","71,829","2,977","73,981","3,629","71,524","2,597","71,269","2,946"
Delaware,"69,132","5,258","75,120","3,047","67,016","3,710","68,596","5,523","65,805","3,485","62,612","3,227","63,103","3,706","62,955","3,251","60,203","4,842","58,119","2,767","55,313","2,232","63,045","2,013","65,692","2,683","63,026","2,154","61,105","1,673","68,317","2,702","67,486","2,226","68,075","1,430","66,005","1,952","69,156","1,944","71,637","2,431","72,696","2,151","75,916","2,273","72,668","3,555","65,987","2,790","69,421","3,326","64,784","2,311","59,097","3,127","62,158","2,064","63,794","1,502","64,702","2,526","60,563","2,065","59,335","2,144","64,816","2,290","64,353","2,462","63,921","1,913","57,940","2,740","52,866","3,143","61,437","2,444"
District of Columbia,"88,311","3,531","94,273","3,933","88,393","2,741","85,830","2,009","88,048","3,505","76,566","2,949","76,558","3,126","74,726","4,818","66,843","6,154","67,531","3,430","73,694","4,146","63,727","2,433","67,731","3,965","64,268","2,525","66,996","2,125","63,554","1,373","62,388","2,161","59,782","2,879","59,688","2,561","63,548","2,001","56,372","1,436","60,337","1,499","62,135","1,616","60,266","2,492","53,214","2,087","51,397","1,587","52,682","2,601","52,025","2,000","52,183","1,918","48,298","3,053","54,853","2,038","55,544","3,537","52,763","3,009","54,071","2,052","56,412","1,578","60,011","2,809","54,991","2,831","48,486","1,739","48,561","2,046"
Florida,"57,435","1,766","59,097","1,598","56,329","1,945","56,056","1,518","56,685","1,918","55,202",901,"53,345","1,524","50,498","1,040","54,016","3,133","53,297","1,751","52,036","1,254","52,024","1,313","52,428","1,837","55,186",854,"54,061","1,034","57,310",713,"58,784",810,"57,120","1,076","55,683",868,"54,982","1,071","54,863","1,195","53,378",611,"58,568","1,120","55,841",977,"55,563","1,221","52,357",940,"50,499",845,"50,328","1,035","50,759","1,095","50,502","1,251","49,598",954,"50,651",883,"51,401",875,"52,723",960,"53,596","1,002","53,528","1,040","51,661","1,221","49,100","1,005","47,079","1,114"
Georgia,"58,952","2,080","57,335","1,804","57,542","2,095","61,230","2,416","60,206","2,570","57,738","1,811","55,468","1,531","54,236","2,199","52,302","4,715","52,799","2,180","54,352","1,699","53,025","2,864","52,489","2,168","52,415","1,519","55,712","1,403","60,873","1,349","63,504","1,557","61,021","1,113","56,299",849,"59,872","1,381","61,954","1,597","62,399","1,573","63,158","1,253","61,442","2,112","61,541","1,877","59,145","1,478","53,556","2,746","57,694","1,518","54,524","2,145","56,009","2,218","52,224","2,227","50,576","2,022","53,089","2,285","55,668","2,064","56,043","1,890","58,391","3,016","55,100","2,514","48,424","1,813","47,552","1,939"
Hawaii,"80,729","2,487","89,105","3,610","82,578","3,589","77,717","2,484","77,692","2,352","77,807","2,707","70,486","3,103","77,951","2,929","71,493","4,361","68,347","2,456","63,548","2,547","68,105","2,919","70,837","3,249","67,301","2,447","74,144","1,785","80,122","2,659","77,823","2,022","79,171","1,610","77,259","2,322","73,128","1,879","68,251","1,978","69,526","1,841","77,696","1,798","69,358","2,855","64,982","3,771","66,035","2,257","68,843","3,120","72,502","2,186","73,216","4,198","75,465","3,112","76,372","2,602","69,226","3,030","74,971","2,724","70,813","2,684","69,667","3,126","76,550","2,348","65,575","2,727","66,626","3,327","68,714","2,894"
Idaho,"66,499","1,961","66,812","2,179","60,538","2,479","62,826","2,385","63,577","2,534","61,014","1,360","56,403","1,377","58,486","2,815","53,943","6,104","57,616","4,069","54,127","3,584","54,739","4,023","55,978","2,224","56,573","1,529","57,150","2,026","61,553","1,616","59,475","1,689","58,696","1,666","60,934","1,905","59,779","1,385","54,417","1,617","56,046","1,416","56,692","1,797","55,793","2,202","58,382","1,735","53,887","2,160","57,203","2,210","55,287","1,888","54,643","2,214","54,854","2,340","50,242","1,585","48,539","1,913","48,743","1,878","49,831","1,926","49,470","2,118","45,366","1,823","46,913","1,537","47,762","1,376","50,189","2,291"
Illinois,"73,753","2,335","75,328","2,658","72,307","2,322","69,660","1,760","68,224","2,111","66,215","1,900","66,006","2,184","60,103","1,778","60,031","3,658","63,659","1,941","58,437","1,500","58,405","1,585","60,354","1,754","63,940","1,138","64,181","1,597","65,710","1,189","62,638","1,502","64,306","1,310","63,296","1,131","63,702","1,512","61,624","1,235","67,668","1,288","69,433","1,456","72,204","1,602","68,724","1,964","66,598","1,262","65,188","1,824","64,415","1,480","60,786","1,384","58,121","1,433","57,218","1,364","59,260","1,327","62,683","1,395","63,264","1,259","62,283","1,591","59,200","1,172","59,941","1,433","57,215","1,203","56,518","1,349"
Indiana,"66,360","4,086","67,526","3,151","61,738","2,059","62,055","1,748","62,167","2,139","60,507","3,103","56,795","1,838","52,600","2,127","55,043","5,017","56,265","3,584","52,135","2,018","51,263","2,663","54,894","3,061","53,582","1,312","56,065","1,428","59,386","1,571","58,437","1,591","56,385","1,462","58,147","1,581","59,853","1,353","59,225","1,079","59,179","1,389","61,596","1,023","63,645","2,679","63,238","2,529","62,736","1,908","57,925","2,139","56,486","2,443","48,270","1,788","52,139","2,407","51,739","2,385","50,348","1,714","51,869","2,117","52,345","2,066","55,467","1,964","49,222","2,063","51,387","1,603","52,165","1,440","54,182","1,689"
Iowa,"68,469","3,475","66,879","4,059","70,836","3,000","67,018","5,026","67,033","5,820","63,743","2,679","66,489","3,578","63,271","3,749","66,953","6,827","61,053","2,189","60,362","2,415","57,923","2,277","58,317","1,597","61,342","1,856","60,430","1,558","61,207","1,816","61,937","1,919","61,784","1,779","59,606","2,089","58,385","1,247","59,227","1,662","60,054","1,661","61,786","1,222","64,050","1,761","58,921","1,913","54,499","2,068","54,731","2,517","60,097","1,594","57,317","2,218","50,702","2,193","52,126","1,763","53,069","1,881","52,563","1,899","53,087","1,601","51,273","2,274","48,502","1,993","50,779","1,696","48,143","1,390","47,265","1,773"
Kansas,"72,815","3,671","74,065","4,383","65,909","2,089","60,084","2,045","61,110","3,060","61,279","3,525","59,944","4,076","58,492","3,133","53,223","5,004","57,302","1,667","56,477","2,047","53,226","2,249","54,793","2,161","54,080","2,162","57,701","1,699","60,693","2,259","58,624","1,611","55,841","1,309","56,412","2,403","62,403","1,871","61,493","1,511","60,697","1,634","61,889","1,761","58,205","3,238","58,431","2,574","58,835","2,604","53,703","2,406","51,336","1,558","49,074","1,844","52,660","2,024","55,033","2,062","54,448","1,736","57,627","2,271","54,294","1,835","53,933","2,432","55,919","1,967","54,096","1,768","52,425","2,376","58,605","2,170"
Kentucky,"56,525","2,361","56,357","2,585","56,237","3,781","52,451","1,990","54,221","1,440","48,938","2,163","46,311","2,479","46,828","1,729","49,950","4,367","46,922","2,086","46,406","2,146","45,970","2,130","48,904","3,359","51,597","1,588","49,591",979,"49,373","1,516","50,816","1,353","48,761","1,193","48,917","1,673","52,110","1,209","53,042","1,261","56,333","1,479","54,663","1,278","52,579","2,313","57,700","2,405","53,965","2,676","53,419","2,372","50,438","1,944","46,082","1,781","43,119","1,930","42,590","2,283","44,168","1,944","47,732","2,337","47,060","2,438","41,995","1,690","45,187","2,052","44,935","2,275","39,940","1,721","42,070","2,568"
Louisiana,"50,935","1,637","52,352","1,430","51,514","1,808","46,003","2,205","46,360","1,534","45,515","1,291","50,173","2,338","46,412","2,038","51,671","2,830","44,099","3,180","44,146","1,820","46,895","2,225","46,758","3,864","54,946","2,193","47,681","1,791","51,702","1,173","46,959","1,834","49,475","1,723","50,042","1,708","47,272","1,556","49,068","1,815","48,836","1,751","46,302","1,248","50,890","1,939","50,511","2,642","53,655","2,502","49,874","2,126","47,289","1,844","44,490","2,601","46,544","2,059","46,134","2,071","47,021","2,149","43,157","3,043","46,207","3,753","43,240","3,110","46,664","1,875","47,232","2,161","48,723","1,675","45,090","2,094"
Maine,"63,440","3,198","67,377","5,064","60,471","5,858","56,299","3,296","54,555","2,266","54,857","3,609","55,455","2,108","56,594","2,376","61,167","4,299","55,784","2,174","55,523","2,538","57,316","2,287","57,027","2,007","57,448","2,103","56,918","1,731","59,938","1,750","58,740","2,313","58,360","1,904","56,773","1,680","52,359","1,333","53,173","1,221","53,658","1,395","56,172","1,286","60,565","2,056","56,726","1,670","52,868","2,099","57,182","1,996","57,287","1,841","52,529","2,663","48,535","2,128","53,711","1,861","51,796","2,329","52,902","3,028","57,041","2,807","55,697","1,987","51,584","2,227","52,961","2,193","47,205","1,847","49,132","2,104"
Maryland,"94,384","4,208","96,765","3,325","88,881","3,434","86,687","3,847","85,621","3,856","79,562","2,795","80,407","2,941","83,359","4,676","77,189","3,306","72,636","4,882","81,137","2,091","79,442","2,451","76,384","2,733","77,626","2,025","76,784","2,132","82,134","2,079","81,939","2,060","80,401","1,962","78,442","2,324","73,805","1,725","81,387","2,210","78,453","2,421","82,201","2,110","81,360","3,455","79,608","3,440","75,312","2,381","72,504","4,227","69,440","2,753","67,919","2,426","70,648","2,268","67,468","2,949","68,679","2,634","74,847","3,074","72,796","2,399","77,109","2,523","76,437","3,034","69,195","2,342","69,329","2,222","70,691","2,739"
Massachusetts,"86,725","6,349","88,802","2,863","89,007","2,871","80,509","2,528","77,324","3,514","77,951","3,140","74,143","3,048","69,116","2,913","69,594","5,902","70,077","3,847","71,898","4,262","73,025","3,721","72,497","2,609","71,805","2,115","72,697","2,017","73,165","2,792","71,208","2,676","74,429","2,331","71,458","2,290","71,888","1,344","71,933","1,664","76,581","2,225","70,472","2,045","68,580","3,153","67,398","3,121","67,792","2,231","65,089","3,184","65,266","2,496","70,175","1,837","65,563","1,679","65,937","1,338","66,378","1,468","69,820","1,595","72,937","1,423","70,065","1,770","70,472","1,565","68,596","1,662","64,891","1,863","64,150","1,649"
Michigan,"63,829","3,320","64,920","1,701","62,312","1,965","59,561","2,414","60,929","2,468","61,582","2,058","59,221","2,191","56,917","1,312","62,959","1,766","54,315","2,481","56,491","1,711","56,377","2,127","55,057","2,067","55,625","1,213","60,004","1,391","61,785",999,"62,607","1,243","61,031","1,216","58,047","1,179","63,517","1,340","61,631","1,609","66,020","1,272","68,601","1,651","71,828","1,599","66,564","1,460","62,499","1,787","64,646","1,884","61,632","1,682","61,138","1,187","57,776","1,206","58,517","1,380","59,693","1,281","57,665","1,277","62,203","1,597","62,173","1,281","60,550","1,583","60,153","1,465","55,770","1,928","54,646","1,511"
